epoch,g_loss,d_loss,time_seconds
1,2.9729819475015002,0.8435605528155963,34.68937277793884
2,3.629095324834188,0.777459983030955,24.689541578292847
3,4.051083105405172,0.6996199519634246,24.92836618423462
4,4.1111552734375,0.6555539404153824,25.09949040412903
5,4.326003992716472,0.6539768039782842,25.161678075790405
6,4.461475840568543,0.5777647303740183,25.209508180618286
7,4.489632678031922,0.5649171674251556,25.230618715286255
8,4.427025334835053,0.531723082403342,25.253889799118042
9,4.731184855779012,0.464717766503493,25.291537761688232
10,4.779527742067973,0.46005464188257855,25.33846163749695
11,4.992653700192769,0.42779140281677247,25.26224398612976
12,5.103083477973938,0.39938850196202597,25.285664081573486
13,5.002829759756724,0.4072875864903132,25.323679208755493
14,5.188377060572306,0.3855371498713891,25.32399082183838
15,4.978335087776184,0.39418046838541826,25.32903528213501
16,4.988331035614014,0.4110356947506468,25.3234760761261
17,5.098172107696533,0.3437911601215601,25.328659296035767
18,5.088076794465383,0.3808322286357482,25.343952178955078
19,5.149876240829626,0.34541666538019977,25.33631944656372
20,4.811917570908864,0.40391791332761445,25.342295169830322
21,5.043019254525502,0.33861520590881505,25.331123113632202
22,5.359460875908534,0.3424980311145385,25.31377100944519
23,4.899134343465169,0.3509106704890728,25.320030450820923
24,4.904682906230291,0.34272781445831063,25.325669288635254
25,4.91569367869695,0.30454711665709816,25.327662706375122
26,4.861734560012818,0.3502782381524642,25.322046995162964
27,5.108743553936481,0.28031870314727225,25.331087112426758
28,5.208268453756968,0.29594332676877577,25.331465482711792
29,4.87400996870175,0.3222898995478948,25.327129125595093
30,4.914420305391153,0.3239262896652023,25.327855348587036
31,5.058908849716187,0.2268988046000401,25.309372186660767
32,5.338359162807465,0.28635970572009684,25.307990312576294
33,4.951631900787354,0.3039334085583687,25.31401538848877
34,5.082251446882884,0.2678511500482758,25.325961112976074
35,5.159454146067302,0.26771476062138877,25.317845821380615
36,5.071976211150488,0.2934256014898419,25.34199023246765
37,5.112245244661967,0.23878818522890408,25.344460487365723
38,5.131835619131724,0.2731262858907382,25.35364031791687
39,4.720814636568228,0.2887083173071345,25.352768659591675
40,5.075642438133557,0.25349166164671383,25.367659091949463
41,5.225825060367584,0.23067805226395527,25.3657865524292
42,5.055540522575378,0.2850361042668422,25.374871492385864
43,4.88286109817028,0.27240619334330163,25.39669704437256
44,5.129439034541448,0.22503171714146933,25.388309001922607
45,5.328044436216354,0.24604951714227596,25.38803720474243
46,5.357819517771403,0.23161912673339247,25.403972864151
47,5.210641144831976,0.22948641671737036,25.404098510742188
48,4.968957809408506,0.2769930425683657,25.398266553878784
49,5.361367417494456,0.18273673795411985,25.40544891357422
50,5.210098209162553,0.25085777703672646,25.395045042037964
51,4.880863015999396,0.2582674984931946,25.359848022460938
52,4.888692520459493,0.22123560791711014,25.368031978607178
53,4.967953445593516,0.2159393013169368,25.381335973739624
54,5.151576038122177,0.22231990524133047,25.381940603256226
55,4.9060975779394305,0.28659616263707477,25.368768453598022
56,4.802643366654714,0.24751446023583412,25.365597248077393
57,5.136910443464915,0.23181397500261663,25.3742573261261
58,5.22190127102534,0.1697241534180939,25.371458053588867
59,5.1183944511413575,0.2035265043564141,25.36823296546936
60,5.364572046271681,0.23895915496970216,25.362676858901978
61,4.867752604802449,0.24241670126219592,25.37721300125122
62,4.967200739940007,0.20450939508900046,25.349945545196533
63,5.23481125464042,0.25517833878534535,25.36077332496643
64,5.399267953713735,0.1265756468102336,25.363009691238403
65,5.396957830389341,0.19810304620924096,25.368599891662598
66,5.140865120331446,0.24144251122325658,25.36071252822876
67,5.307597093582153,0.11594865705197056,25.35060453414917
68,5.683049260696086,0.2429500410243248,25.35623860359192
69,5.255728834470113,0.173212830029428,25.35129451751709
70,4.764482605045041,0.2179893712910513,25.349811792373657
71,4.769640313327312,0.2626061242508392,25.345958948135376
72,4.979550772060951,0.2593809207181136,25.349234342575073
73,5.205049649556478,0.17533897070214152,25.34475588798523
74,4.920732290267944,0.17307654550423224,25.354974031448364
75,5.211721714735031,0.20000078990558784,25.35085391998291
76,5.003931582132975,0.1978348135370761,25.347834587097168
77,5.353496056318283,0.17170193059773495,25.36543583869934
78,5.070930242220561,0.19369899261680742,25.371464490890503
79,4.825833448410034,0.21943465512494245,25.357462406158447
80,5.471598235448202,0.14195762457636496,25.362776517868042
81,5.378023423989614,0.12721254387684167,25.336225986480713
82,5.12820983303835,0.24179564063375195,25.337003707885742
83,5.772704370498658,0.1151886847037822,25.3401780128479
84,5.2692601355711615,0.19373051850001016,25.343018054962158
85,4.836964916785558,0.221072809520488,25.344671487808228
86,5.480408084869385,0.1374282652400434,25.346437692642212
87,4.8405694820086165,0.17467034985497593,25.350069999694824
88,6.3060013786951705,0.1730778410822774,25.3538498878479
89,5.042570986668268,0.12351149338794251,25.355709552764893
90,6.043888098080953,0.13902363937643047,25.339030265808105
91,4.834820234934489,0.21141769598424434,25.33508014678955
92,4.796285090287526,0.25331357872548205,25.334519863128662
93,4.829194737593333,0.21487320260703563,25.332152843475342
94,4.876041392445564,0.16753174157626927,25.343164205551147
95,5.042031542619069,0.1904990753742556,25.34346604347229
96,5.731538963635763,0.12296397706928353,25.348554611206055
97,5.091917995770772,0.14857428137026726,25.345671892166138
98,5.11573780186971,0.18425635315167407,25.36878991127014
99,5.926806075414022,0.09753596757072955,25.35265016555786
100,5.059829924941063,0.2173765681864073,25.34159231185913
